Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
Victoria I. Virasingh,Female,Latino (Ecuadorian),Asian (Indian),,No,Yes,Virginia,Representative,8,Lost,,Victoria Virasingh,DEM,"VIRASINGH, VICTORIA",H,DEM,VA,8.0,C,C,2021-07-21,252873.92,250507.63,2366.29,13635.02,House
Jennifer T. Wexton,Female,White,,,Yes,No,Virginia,Representative,10,Won,,Jennifer Wexton,DEM,"WEXTON, JENNIFER",H,DEM,VA,10.0,C,I,2017-04-20,3879207.28,5764903.14,255002.43,0.0,House
"Gerald E. ""Gerry"" Connolly",Male,White,,,Yes,No,Virginia,Representative,11,Won,,Gerald Connolly,DEM,"CONNOLLY, GERALD EDWARD",H,DEM,VA,11.0,C,I,2008-02-19,2101438.62,1840860.08,3152499.09,0.0,House
Michael Bennet,Male,Unknown,,,Yes,No,Colorado,Senator,,Won,,Michael Bennet,DEM,"BENNET, MICHAEL F.",S,DEM,CO,0.0,C,I,2009-01-15,20720493.62,20505581.82,740793.16,374819.0,Senate
Diana DeGette,Female,White,,,Yes,No,Colorado,Representative,1,Won,,Diana Degette,DEM,"DEGETTE, DIANA L",H,DEM,CO,1.0,C,I,1996-01-23,1151100.27,1079632.86,348840.18,0.0,House
Neal Walia,Male,Asian (Indian),,,No,Yes,Colorado,Representative,1,Lost,,Neal Walia,DEM,"WALIA, NEAL",H,DEM,CO,1.0,C,C,2021-06-29,193175.88,193177.69,-1.81,0.0,House
Alex Walker,Male,White,,,No,No,Colorado,Representative,3,Lost,,Alex Walker,DEM,"WALKER, ALEX",H,DEM,CO,3.0,C,C,2022-02-23,0.0,0.0,0.0,0.0,House
Adam Frisch,Male,White,,,No,No,Colorado,Representative,3,Won,,Adam Frisch,DEM,"FRISCH, ADAM",H,DEM,CO,3.0,C,C,2022-02-23,6714235.34,6348925.07,365310.27,7813.05,House
Michael C. Colombe,Male,White,,,No,No,Colorado,Representative,5,Lost,,Michael Colombe,DEM,"COLOMBE, MICHAEL CHRISTOPHER MR",H,DEM,CO,5.0,C,C,2021-10-14,32430.0,7079.8,29383.56,11200.33,House
Jason Crow,Male,White,,,Yes,No,Colorado,Representative,6,Won,,Jason Crow,DEM,"CROW, JASON",H,DEM,CO,6.0,C,I,2017-04-11,2734127.98,2441847.04,1581285.7,0.0,House
Brittany Pettersen,Female,White,,,No,No,Colorado,Representative,7,Won,,Brittany Pettersen,DEM,"PETTERSEN, BRITTANY LOUISE MS.",H,DEM,CO,7.0,C,O,2017-04-10,2883823.65,2923256.58,8400.07,0.0,House
Yadira Caraveo,Female,Latino (Mexican),,,No,No,Colorado,Representative,8,Won,,Yadira Caraveo,DEM,"CARAVEO, YADIRA",H,DEM,CO,8.0,C,O,2021-08-23,3563279.53,3545737.71,17541.82,0.0,House
"Jacqueline ""Jacqui"" Collins",Female,Black,,,No,No,Illinois,Representative,1,Lost,,Jacqueline Collins,DEM,"COLLINS, JACQUELINE",H,DEM,IL,1.0,C,O,2022-01-13,252147.0,251614.33,532.67,26175.0,House
Cassandra Goodrum,Female,Black,,,No,No,Illinois,Representative,1,Lost,,Cassandra Goodrum,DEM,"GOODRUM, CASSANDRA ATTORNEY",H,DEM,IL,1.0,C,O,2021-12-22,37672.0,25942.68,12204.32,13050.0,House
Jonathan L. Jackson,Male,Black,,,No,No,Illinois,Representative,1,Won,,Jonathan Jackson,DEM,"JACKSON, JONATHAN",H,DEM,IL,1.0,C,O,2022-01-27,793218.64,792115.44,1103.2,110736.18,House
Jahmal Cole,Male,Black,,,No,No,Illinois,Representative,1,Lost,,Jahmal Cole,DEM,"COLE, JAHMAL",H,DEM,IL,1.0,C,O,2021-02-18,157646.75,156064.48,1582.27,100.0,House
Karin Norington-Reaves,Female,Black,,,No,No,Illinois,Representative,1,Lost,,Karin Norington-Reaves,DEM,"NORINGTON-REAVES, KARIN M",H,DEM,IL,1.0,C,O,2022-02-04,549603.86,548413.84,1190.02,0.0,House
Terre Layng Rosner,Female,White,,,No,No,Illinois,Representative,1,Lost,,Terre Rosner,DEM,"ROSNER, TERRE LAYNG",H,DEM,IL,1.0,C,O,2022-03-13,16606.13,16606.13,0.0,0.0,House
Robert A. Palmer,Male,Black,,,No,No,Illinois,Representative,1,Lost,,Robert Palmer,DEM,"PALMER, ROBERT A",H,DEM,IL,1.0,N,O,2022-04-24,0.0,0.0,0.0,0.0,House
Ameena Matthews,Female,Black,,,No,No,Illinois,Representative,1,Lost,,Ameena Matthews,DEM,"MATTHEWS, AMEENA",H,DEM,IL,1.0,C,O,2020-01-16,33894.41,33852.71,41.7,1250.0,House
Charise A. Williams,Female,Black,,,No,No,Illinois,Representative,1,Lost,,Charise Williams,DEM,"WILLIAMS, CHARISE A",H,DEM,IL,1.0,C,O,2022-02-09,163255.61,158349.89,2405.72,0.0,House
Jonathan T. Swain,Male,Black,,,No,No,Illinois,Representative,1,Lost,,Jonathan Swain,DEM,"SWAIN, JONATHAN",H,DEM,IL,1.0,C,O,2022-01-24,576438.07,570734.88,5703.19,136650.16,House
Robin Kelly,Female,Black,,,Yes,No,Illinois,Representative,2,Won,,Robin Kelly,DEM,"KELLY, ROBIN",H,DEM,IL,2.0,C,I,2012-12-10,1746109.48,1313357.52,1447164.73,0.0,House
Delia Ramirez,Female,Latino (Guatemalan),,,No,No,Illinois,Representative,3,Won,,Delia Ramirez,DEM,"RAMIREZ, DELIA",H,DEM,IL,3.0,C,C,2021-12-07,990197.28,871494.95,118702.33,0.0,House
"Gilbert ""Gil"" Villegas",Male,Latino,,,No,No,Illinois,Representative,3,Lost,,Gilbert Villegas,DEM,"VILLEGAS, GILBERT",H,DEM,IL,3.0,C,C,2021-11-10,1138665.35,1128995.99,9669.36,0.0,House
Juan Enrique Aguirre,Male,Latino,,,No,No,Illinois,Representative,3,Lost,,Juan Aguirre,DEM,"AGUIRRE, JUAN ENRIQUE",H,DEM,IL,3.0,C,C,2022-02-01,11172.05,10752.05,420.0,0.0,House
Iymen H. Chehade,Male,Middle Eastern (Palestinian),,,No,No,Illinois,Representative,3,Lost,,Iymen Chehade,DEM,"CHEHADE, IYMEN",H,DEM,IL,3.0,C,C,2022-01-24,159339.97,156601.82,-886.56,0.0,House
"Jesus ""Chuy"" Garcia",Male,Latino (Mexican),,,Yes,No,Illinois,Representative,4,Won,,Jesus Garcia,DEM,"GARCIA, JESUS",H,DEM,IL,4.0,C,I,2017-11-28,938958.69,1040691.1,25024.79,0.0,House
Mike Quigley,Male,White,,,Yes,No,Illinois,Representative,5,Won,,Mike Quigley,DEM,"QUIGLEY, MIKE",H,DEM,IL,5.0,C,I,2008-11-24,1053627.4,890515.2,1185460.34,0.0,House
Marie Newman,Female,White,,,Yes,Yes,Illinois,Representative,6,Lost,,Marie Newman,DEM,"NEWMAN, MARIE",H,DEM,IL,6.0,C,I,2017-04-03,1587957.66,1690798.2,0.0,0.0,House
Sean Casten,Male,White,,,Yes,Yes,Illinois,Representative,6,Won,,Sean Casten,DEM,"CASTEN, SEAN",H,DEM,IL,6.0,C,I,2017-06-22,5577460.28,5869181.71,54416.17,75694.37,House
Charles M. Hughes,Male,White,,,No,Yes,Illinois,Representative,6,Lost,,Charles Hughes,DEM,"HUGHES, CHARLES M",H,DEM,IL,6.0,N,C,2024-02-28,9550.28,9387.96,12.39,0.0,House
Danny K. Davis,Male,Black,,,Yes,No,Illinois,Representative,7,Won,,Danny Davis,DEM,"DAVIS, DANNY K. MR.",H,DEM,IL,7.0,C,I,1983-11-14,682447.21,704981.05,220637.76,58954.71,House
Kina Collins,Female,Black,,,No,Yes,Illinois,Representative,7,Lost,,Kina Collins,DEM,"COLLINS, KINA ISIS",H,DEM,IL,7.0,C,C,2019-05-11,3548.25,6489.36,0.0,4036.41,House
Denarvis C. Mendenhall,Male,Black,,,No,Yes,Illinois,Representative,7,Lost,,Denarvis Mendenhall,DEM,"MENDENHALL, DENARVIS C",H,DEM,IL,7.0,N,C,2022-03-03,0.0,0.0,0.0,0.0,House
Junaid Ahmed,Male,Asian,,,No,Yes,Illinois,Representative,8,Lost,,Junaid Ahmed,DEM,"AHMED, JUNAID",H,DEM,IL,8.0,C,C,2021-04-06,1607396.21,1578607.28,28788.93,198646.0,House
Janice D. Schakowsky,Female,White,,,Yes,No,Illinois,Representative,9,Won,,Janice Schakowsky,DEM,"SCHAKOWSKY, JANICE D",H,DEM,IL,9.0,C,I,1997-04-14,1563009.22,1411358.08,900705.42,0.0,House
"Homer ""Chip"" Markel",Male,White,,,No,No,Illinois,Representative,12,Won,,Homer Markel,DEM,"MARKEL, HOMER CHIP MR.",H,DEM,IL,12.0,C,C,2022-04-11,65213.29,62598.57,2614.72,8756.0,House
Nikki Budzinski,Female,White,,,No,No,Illinois,Representative,13,Won,,Nikki Budzinski,DEM,"BUDZINSKI, NIKKI",H,DEM,IL,13.0,C,C,2021-08-24,3933506.61,3891764.35,41742.26,0.0,House
David Palmer,Male,Black,,,No,No,Illinois,Representative,13,Lost,,David Palmer,DEM,"PALMER, DAVID",H,DEM,IL,13.0,C,C,2021-05-04,210683.7,212508.44,19696.42,250.0,House
Lauren Underwood,Female,Black,,,Yes,No,Illinois,Representative,14,Won,,Lauren Underwood,DEM,"UNDERWOOD, LAUREN",H,DEM,IL,14.0,C,I,2017-08-08,6889213.25,6640024.95,787086.15,0.0,House
Paul J. Lange,Male,White,,,No,No,Illinois,Representative,15,Won,,Paul Lange,DEM,"LANGE, PAUL J",H,DEM,IL,15.0,N,C,,0.0,0.0,0.0,0.0,House
Paul J. Lange,Male,White,,,No,No,Illinois,Representative,15,Won,,Paul Lange,DEM,"LANGE, PAUL",H,DEM,IL,15.0,C,C,2022-07-12,46211.8,46211.8,0.0,0.0,House
Litesa Wallace,Female,Black,,,No,No,Illinois,Representative,17,Lost,,Litesa Wallace,DEM,"WALLACE, LITESA",H,DEM,IL,17.0,C,O,2021-11-09,223732.43,223648.68,83.75,33313.25,House
Eric Sorensen,Male,White,,,No,No,Illinois,Representative,17,Won,,Eric Sorensen,DEM,"SORENSEN, ERIC",H,DEM,IL,17.0,C,O,2021-11-10,3120058.37,3079130.34,40928.03,0.0,House
Marsha Williams,Female,White,,,No,No,Illinois,Representative,17,Lost,,Marsha Williams,DEM,"WILLIAMS, MARSHA VIRIGINIA",H,DEM,IL,17.0,C,O,2020-12-24,59339.52,32745.08,50221.06,11242.89,House
Jonathan Klarer Logemann,Male,White,,,No,No,Illinois,Representative,17,Lost,,Jonathan Logemann,DEM,"LOGEMANN, JONATHAN",H,DEM,IL,17.0,C,O,2021-11-03,424778.59,424752.61,25.98,0.0,House
Jacqueline McGowan,Female,White,,,No,No,Illinois,Representative,17,Lost,,Jacqueline Mcgowan,DEM,"MCGOWAN, JACQUELINE MARIE",H,DEM,IL,17.0,C,O,2021-12-30,28678.03,27094.29,1583.74,0.0,House
Charles E. Schumer,Male,White,,,Yes,No,New York,Senator,,Won,,Charles Schumer,DEM,"SCHUMER, CHARLES E.",S,DEM,NY,0.0,C,I,1997-08-26,37885457.97,38279011.8,9882043.66,0.0,Senate
Jason Bollinger,Male,White,,,No,No,Oklahoma,Senator,,Made runoff,Lost,Jason Bollinger,DEM,"BOLLINGER, JASON",S,DEM,OK,0.0,C,C,2021-09-28,175320.29,175320.29,0.0,0.0,Senate
Madison Horn,Female,Native American (Cherokee),White,,No,No,Oklahoma,Senator,,Made runoff,Won,Madison Horn,DEM,"HORN, MADISON",S,DEM,OK,0.0,C,C,2021-10-21,372106.81,371942.14,164.67,19629.87,Senate
Brandon Wade,Male,White,,,No,No,Oklahoma,Senator,,Lost,,Brandon Wade,DEM,"WADE, BRANDON",S,DEM,OK,0.0,N,C,2022-05-05,2265.0,3110.55,-754.73,2125.0,Senate
Dennis L. Baker,Male,Native American (Creek / Yuchi),,,No,No,Oklahoma,Senator,,Lost,,Dennis Baker,DEM,"BAKER, DENNIS",S,DEM,OK,0.0,C,C,2022-04-20,14405.82,12664.83,2409.8,0.0,Senate
Jo Glenn,Female,White,,,No,No,Oklahoma,Senator,,Lost,,Jo Glenn,DEM,"GLENN, JO STANLEY MS",S,DEM,OK,0.0,C,C,2021-12-23,22372.0,22372.0,0.0,0.0,Senate
Kendra Horn,Female,White,,,No,No,Oklahoma,Senator (unexpired term),,Won,,Kendra Horn,DEM,"HORN, KENDRA",S,DEM,OK,0.0,C,O,2022-03-15,1903985.66,1982503.78,24578.99,19565.0,Senate
Adam Martin,Male,Black,,,No,No,Oklahoma,Representative,1,Won,,Adam Martin,DEM,"MARTIN, ADAM",H,DEM,OK,1.0,C,C,2021-07-29,34098.62,32748.96,204.83,0.0,House
Naomi Andrews,Female,White,,,No,No,Oklahoma,Representative,2,Won,,Naomi Andrews,DEM,"ANDREWS, NAOMI",H,DEM,OK,2.0,C,O,2022-04-14,7706.72,7072.01,634.71,0.0,House
Jeremiah A. Ross,Male,White,,,No,No,Oklahoma,Representative,3,Won,,Jeremiah Ross,DEM,"ROSS, JEREMIAH A",H,DEM,OK,3.0,N,C,,0.0,0.0,0.0,0.0,House
Mary Brannon,Female,White,,,No,No,Oklahoma,Representative,4,Won,,Mary Brannon,DEM,"BRANNON, MARY",H,DEM,OK,4.0,N,C,,34849.65,-1632.0,0.0,0.0,House
Joshua Harris-Till,Male,Black,,,No,No,Oklahoma,Representative,5,Won,,Joshua Harris-Till,DEM,"HARRIS-TILL, JOSHUA",H,DEM,OK,5.0,C,C,2022-03-07,72528.57,59997.32,12531.25,0.0,House
Rick Edwin Jones,Male,White,,,No,No,Utah,Representative,1,Won,,Rick Jones,DEM,"JONES, RICK",H,DEM,UT,1.0,N,C,2022-03-23,0.0,0.0,0.0,0.0,House
Glenn J. Wright,Male,White,,,No,No,Utah,Representative,3,Won,,Glenn Wright,DEM,"WRIGHT, GLENN",H,DEM,UT,3.0,C,C,2022-03-28,17996.0,18660.19,-532.18,700.0,House
Darlene McDonald,Female,Black,,,No,No,Utah,Representative,4,Won,,Darlene Mcdonald,DEM,"MCDONALD, DARLENE",H,DEM,UT,4.0,C,C,2017-07-01,187011.42,162440.13,24571.29,90000.0,House
Michelle L. Smith,Female,Black,,,No,Yes,Maryland,Senator,,Lost,,Michelle Smith,DEM,"SMITH, MICHELLE LAURENCE MS",S,DEM,MD,0.0,C,C,2019-10-23,1269.0,30969.42,-1092.61,0.0,Senate
R. David Harden,Male,White,,,No,No,Maryland,Representative,1,Lost,,R. Harden,DEM,"HARDEN, R. DAVID",H,DEM,MD,1.0,C,C,2021-03-29,403725.72,402074.44,1751.28,0.0,House
Heather R. Mizeur,Female,White,,,No,No,Maryland,Representative,1,Won,,Heather Mizeur,DEM,"MIZEUR, HEATHER RENAY",H,DEM,MD,1.0,C,C,2021-01-27,2774380.7,2765613.1,8767.6,0.0,House
George Croom,Male,Black,,,No,Yes,Maryland,Representative,2,Lost,,George Croom,DEM,"CROOM, GEORGE",H,DEM,MD,2.0,C,C,2021-09-01,6875.0,9914.66,0.0,6500.0,House
Marques Dent,Male,Black,,,No,Yes,Maryland,Representative,2,Lost,,Marques Dent,DEM,"DENT, MARQUES MR.",H,DEM,MD,2.0,C,C,2022-01-19,5472.91,5051.7,421.21,0.0,House
Liri Fusha,Female,White (Albanian),,,No,Yes,Maryland,Representative,2,Lost,,Liri Fusha,DEM,"FUSHA, LIRI",H,DEM,MD,2.0,N,C,,0.0,0.0,0.0,0.0,House
Jake Pretot,Male,White,,,No,Yes,Maryland,Representative,3,Lost,,Jake Pretot,DEM,"PRETOT, JAKE",H,DEM,MD,3.0,N,C,2017-11-28,0.0,0.0,2581.89,0.0,House
John Sarbanes,Male,White,,,Yes,No,Maryland,Representative,3,Won,,John Sarbanes,DEM,"SARBANES, JOHN P. MR.",H,DEM,MD,3.0,C,I,2005-09-26,186653.7,740295.6,483141.62,0.0,House
Tammy Allison,Female,Black,,,No,No,Maryland,Representative,4,Lost,,Tammy Allison,DEM,"ALLISON, TAMMY",H,DEM,MD,4.0,N,O,2022-03-22,0.0,0.0,0.0,0.0,House
Angela M. Angel,Female,Black,,,No,No,Maryland,Representative,4,Lost,,Angela Angel,DEM,"ANGEL, ANGELA",H,DEM,MD,4.0,C,O,2021-11-09,173612.5,15972.79,65966.97,25000.0,House
Donna F. Edwards,Female,Black,,,No,No,Maryland,Representative,4,Lost,,Donna Edwards,DEM,"EDWARDS, DONNA F",H,DEM,MD,4.0,C,O,2022-01-20,1150817.59,1150817.59,0.0,0.0,House
Matthew F. Fogg,Male,Black,,,No,No,Maryland,Representative,4,Lost,,Matthew Fogg,DEM,"FOGG, MATTHEW",H,DEM,MD,4.0,N,C,,0.0,0.0,0.0,0.0,House
Gregory Holmes,Male,Black,,,No,No,Maryland,Representative,4,Lost,,Gregory Holmes,DEM,"HOLMES, GREGORY",H,DEM,MD,4.0,N,C,2012-01-11,0.0,0.0,0.0,0.0,House
Glenn F. Ivey,Male,Black,,,No,No,Maryland,Representative,4,Won,,Glenn Ivey,DEM,"IVEY, GLENN",H,DEM,MD,4.0,C,O,2021-10-22,1896185.07,1769658.16,126526.91,0.0,House
Robert K. McGhee,Male,Unknown,,,No,No,Maryland,Representative,4,Lost,,Robert Mcghee,DEM,"MCGHEE, ROBERT K.",H,DEM,MD,4.0,N,O,,0.0,0.0,0.0,0.0,House
Kim A. Shelton,Female,Black,,,No,No,Maryland,Representative,4,Lost,,Kim Shelton,DEM,"SHELTON, KIM",H,DEM,MD,4.0,N,O,2020-01-31,0.0,0.0,0.0,0.0,House
Steny Hoyer,Male,White,,,Yes,No,Maryland,Representative,5,Won,,Steny Hoyer,DEM,"HOYER, STENY",H,DEM,MD,5.0,C,I,1981-03-04,3924349.55,4076519.5,726896.8,495.87,House
Keith Washington,Male,Black,,,No,Yes,Maryland,Representative,5,Lost,,Keith Washington,DEM,"WASHINGTON, KEITH A",H,DEM,MD,5.0,C,C,2022-07-15,8987.99,8606.1,381.89,5500.0,House
McKayla Wilkes,Female,Black,,,No,Yes,Maryland,Representative,5,Lost,,Mckayla Wilkes,DEM,"WILKES, MCKAYLA NICOLLETTE",H,DEM,MD,5.0,C,C,2020-12-30,184740.87,184627.11,113.76,0.0,House
George Gluck,Male,White,,,No,Yes,Maryland,Representative,6,Lost,,George Gluck,DEM,"GLUCK , GEORGE",H,DEM,MD,6.0,N,C,2024-07-14,0.0,0.0,0.0,0.0,House
David J. Trone,Male,White,,,Yes,No,Maryland,Representative,6,Won,,David Trone,DEM,"TRONE, DAVID",H,DEM,MD,6.0,C,I,2016-02-01,13144029.27,13034603.23,203106.35,10699194.0,House
Tashi Kimandus Davis,Male,Black,,,No,Yes,Maryland,Representative,7,Lost,,Tashi Davis,DEM,"DAVIS, TASHI",H,DEM,MD,7.0,N,C,2021-07-13,0.0,0.0,0.0,0.0,House
Elihu Eli El,Male,Black,,,No,Yes,Maryland,Representative,7,Lost,,Elihu El,DEM,"EL, ELIHU ELI",H,DEM,MD,7.0,N,C,,0.0,0.0,0.0,0.0,House
Kweisi Mfume,Male,Black,,,Yes,No,Maryland,Representative,7,Won,,Kweisi Mfume,DEM,"MFUME, KWEISI",H,DEM,MD,7.0,C,I,1985-12-12,599985.23,309658.96,591428.75,0.0,House
"Wayne ""For Freedom"" McNeal",Male,Black,,,No,Yes,Maryland,Representative,7,Lost,,Wayne Mcneal,DEM,"MCNEAL, WAYNE",H,DEM,MD,7.0,N,C,2022-03-15,0.0,0.0,0.0,0.0,House
Andalib Odulate,Male,Black,,,No,Yes,Maryland,Representative,8,Lost,,Andalib Odulate,DEM,"ODULATE, ANDALIB MIMOKUNMI THOMAS",H,DEM,MD,8.0,N,C,2021-12-11,0.0,0.0,0.0,0.0,House
Jamie Raskin,Male,White,,,Yes,No,Maryland,Representative,8,Won,,Jamie Raskin,DEM,"RASKIN, JAMIE",H,DEM,MD,8.0,F,I,2015-04-03,4701192.12,2918723.4,3120998.44,0.0,House
Mark Kelly,Male,White,,,Yes,No,Arizona,Senator,,Won,,Mark Kelly,DEM,"KELLY, MARK",S,DEM,AZ,0.0,C,I,2019-02-12,92771344.07,92715992.35,1457875.18,0.0,Senate
Jevin D. Hodge,Male,Black,,,No,No,Arizona,Representative,1,Won,,Jevin Hodge,DEM,"HODGE, JEVIN D",H,DEM,AZ,1.0,C,C,2021-05-03,2565414.5,2550588.79,14825.71,0.0,House
Adam Metzendorf,Male,White,,,No,No,Arizona,Representative,1,Lost,,Adam Metzendorf,DEM,"METZENDORF, ADAM",H,DEM,AZ,1.0,C,C,2021-10-06,308020.36,308020.36,0.0,0.0,House
Tom O'Halleran,Male,White,,,Yes,No,Arizona,Representative,2,Won,,Tom O'Halleran,DEM,"O'HALLERAN, TOM",H,DEM,AZ,2.0,C,I,2015-08-05,4300864.23,4322531.6,41479.84,0.0,House
Ruben Gallego,Male,Latino,,,Yes,No,Arizona,Representative,3,Won,,Ruben Gallego,DEM,"GALLEGO, RUBEN",H,DEM,AZ,3.0,C,I,2014-03-03,2933465.25,2273861.31,1276574.99,0.0,House
Greg Stanton,Male,White,,,Yes,No,Arizona,Representative,4,Won,,Greg Stanton,DEM,"STANTON, GREG",H,DEM,AZ,4.0,C,I,2017-10-05,4314114.15,5325426.86,33341.89,0.0,House
Javier Garcia Ramos,Male,Latino,,,No,No,Arizona,Representative,5,Won,,Javier Ramos,DEM,"RAMOS, JAVIER GARCIA MR.",H,DEM,AZ,5.0,C,C,2020-06-10,16642.54,15626.17,1016.37,0.0,House
Kirsten Engel,Female,White,,,No,No,Arizona,Representative,6,Won,,Kirsten Engel,DEM,"ENGEL, KIRSTEN",H,DEM,AZ,6.0,C,C,2021-03-19,2474877.8,2469071.03,1305.37,5347.3,House
Daniel Hernandez,Male,Latino (Mexican),,,No,No,Arizona,Representative,6,Lost,,Daniel Hernandez,DEM,"HERNANDEZ, DANIEL",H,DEM,AZ,6.0,C,O,2021-05-20,1196216.32,1194731.97,1484.35,0.0,House
Paul Buskirk,Male,White,,,No,No,Kansas,Senator,,Lost,,Paul Buskirk,DEM,"BUSKIRK, PAUL",S,DEM,KS,0.0,C,C,2022-07-12,13855.63,13855.63,0.0,0.0,Senate
Mark R. Holland,Male,White,,,No,No,Kansas,Senator,,Won,,Mark Holland,DEM,"HOLLAND, MARK R. REV.",S,DEM,KS,0.0,C,C,2021-10-01,905074.24,879547.94,25526.3,0.0,Senate
Robert Klingenberg,Male,Latino (Mexican),,,No,No,Kansas,Senator,,Lost,,Robert Klingenberg,DEM,"KLINGENBERG, ROBERT JOSEPH",S,DEM,KS,0.0,N,C,2022-01-18,4974.1,4688.98,238.57,0.0,Senate
Michael Soetaert,Male,White (Belgian),,,No,No,Kansas,Senator,,Lost,,Michael Soetaert,DEM,"SOETAERT, MICHAEL",H,DEM,KS,2.0,N,C,2019-09-10,0.0,0.0,0.0,0.0,House
Patrick Wiesner,Male,White,,,No,No,Kansas,Senator,,Lost,,Patrick Wiesner,DEM,"WIESNER, PATRICK",S,DEM,KS,0.0,C,C,2014-05-16,35925.03,24423.26,12070.03,50500.0,Senate
"James ""Jimmy"" Beard",Male,White,,,No,No,Kansas,Representative,1,Won,,James Beard,DEM,"BEARD, JAMES KENNETH",H,DEM,KS,1.0,C,C,2022-06-21,17691.91,17313.35,378.56,0.0,House
Patrick Schmidt,Male,White,,,No,No,Kansas,Representative,2,Won,,Patrick Schmidt,DEM,"SCHMIDT, PATRICK",H,DEM,KS,2.0,C,C,2021-07-06,1108610.39,1106479.19,2131.2,0.0,House
Sharice Davids,Female,Native American (Ho-Chunk),,,Yes,No,Kansas,Representative,3,Won,,Sharice Davids,DEM,"DAVIDS, SHARICE",H,DEM,KS,3.0,C,I,2018-02-16,7894095.76,8309622.97,63623.24,0.0,House
Bob Hernandez,Male,Latino,,,No,No,Kansas,Representative,4,Won,,Bob Hernandez,DEM,"HERNANDEZ, BOB MR",H,DEM,KS,4.0,C,C,2022-06-30,43266.17,36304.68,-5500.04,0.0,House
Hillary Scholten,Female,White,,,No,No,Michigan,Representative,3,Won,,Hillary Scholten,DEM,"SCHOLTEN, HILLARY",H,DEM,MI,3.0,C,C,2019-07-08,3806547.95,3823393.12,10345.07,0.0,House
Debbie Dingell,Female,White,,,Yes,No,Michigan,Representative,6,Won,,Debbie Dingell,DEM,"DINGELL, DEBBIE",H,DEM,MI,6.0,C,I,2014-02-28,1559951.4,1599861.37,397805.14,0.0,House
Elissa Slotkin,Female,White,,,Yes,No,Michigan,Representative,7,Won,,Elissa Slotkin,DEM,"SLOTKIN, ELISSA",H,DEM,MI,7.0,C,I,2017-07-12,9974583.81,11412393.58,128870.47,0.0,House
Daniel T. Kildee,Male,White,,,Yes,No,Michigan,Representative,8,Won,,Daniel Kildee,DEM,"KILDEE, DANIEL T DANIEL T.",H,DEM,MI,8.0,C,I,2011-08-11,5627721.01,6387568.54,21873.97,37554.05,House
Brian Jaye,Male,White,,,No,No,Michigan,Representative,9,Won,,Brian Jaye,DEM,"JAYE, BRIAN STEVEN",H,DEM,MI,9.0,C,C,2020-09-13,55654.51,47153.38,6324.17,0.0,House
Huwaida Arraf,Female,Middle Eastern (Palestinian),,,No,No,Michigan,Representative,10,Lost,,Huwaida Arraf,DEM,"ARRAF, HUWAIDA",H,DEM,MI,10.0,C,C,2021-11-10,543826.5,536961.54,6864.96,0.0,House
Carl J. Marlinga,Male,White,,,No,No,Michigan,Representative,10,Won,,Carl Marlinga,DEM,"MARLINGA, CARL",H,DEM,MI,10.0,C,C,,1059983.76,1054077.39,5906.37,0.0,House
Rhonda Powell,Female,Black,,,No,No,Michigan,Representative,10,Lost,,Rhonda Powell,DEM,"POWELL, RHONDA",H,DEM,MI,10.0,C,C,2022-03-21,37305.45,37305.45,0.0,0.0,House
Angela Rogensues,Female,White,,,No,No,Michigan,Representative,10,Lost,,Angela Rogensues,DEM,"ROGENSUES, ANGELA",H,DEM,MI,10.0,C,C,2022-01-19,346917.27,346917.27,0.0,0.0,House
Henry Yanez,Male,Latino,,,No,No,Michigan,Representative,10,Lost,,Henry Yanez,DEM,"YANEZ, HENRY",H,DEM,MI,10.0,C,C,2022-03-01,129094.98,129094.98,0.0,0.0,House
Andy Levin,Male,White,,,Yes,Yes,Michigan,Representative,11,Lost,,Andy Levin,DEM,"LEVIN, ANDY",H,DEM,MI,11.0,C,I,2017-12-06,2933980.35,3349310.13,13147.97,0.0,House
Haley Stevens,Female,White,,,Yes,Yes,Michigan,Representative,11,Won,,Haley Stevens,DEM,"STEVENS, HALEY",H,DEM,MI,11.0,C,I,2017-04-26,5574897.28,5652908.15,6983.25,26493.89,House
Shanelle Jackson,Female,Black,,,No,Yes,Michigan,Representative,12,Lost,,Shanelle Jackson,DEM,"JACKSON, SHANELLE",H,DEM,MI,12.0,N,C,2022-02-15,0.0,0.0,0.0,0.0,House
Rashida Tlaib,Female,Middle Eastern (Palestinian),,,Yes,No,Michigan,Representative,12,Won,,Rashida Tlaib,DEM,"TLAIB, RASHIDA",H,DEM,MI,12.0,C,I,2018-02-05,3337996.2,3492424.31,237303.81,0.0,House
Janice Winfrey,Female,Black,,,No,Yes,Michigan,Representative,12,Lost,,Janice Winfrey,DEM,"WINFREY, JANICE MARIE",H,DEM,MI,12.0,C,C,2022-02-11,377747.61,414590.21,0.0,0.0,House
John Conyers,Male,Black,,,No,No,Michigan,Representative,13,Lost,,John Conyers,DEM,"CONYERS, JOHN",H,DEM,MI,13.0,C,C,2022-02-04,78799.93,70398.49,8401.44,20900.0,House
